Student_ID,Attendance,Current_GPA,Previous_GPA,Assignment_Rate,Backlogs,Occupancy_Rate,Electricity_Usage,Internet_Usage,Maintenance_Complaints,Temperature,Humidity,Rainfall,Water_Level,Air_Quality_Index,Risk_Score,Risk_Level,Risk_Factors,Recommended_Action
ST1169,86,6.38,9.23,51,3,56,1012.5,35,8,30.8,54,63.9,66,205,49.7,Medium,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1170,53,7.73,5.32,86,4,48,1329.6,71,13,27.1,50,36.4,47,117,49.2,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1171,42,9.17,9.86,95,3,100,1275.5,54,10,24.2,39,47.1,69,143,34.4,Low,Low attendance; Declining GPA; Backlogs,Continue regular monitoring
ST1172,40,9.7,6.02,45,2,45,592.6,86,9,26.8,72,21.6,95,98,47.8,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1173,44,4.88,5.09,80,2,82,1140,84,9,41.4,44,69.4,28,29,65.5,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1174,65,9.56,8.74,68,4,64,642.6,45,13,29,77,115,93,34,57.8,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1175,94,6.95,7.95,69,0,78,640,43,6,29.8,50,60.4,65,61,19.4,Low,Declining GPA; Heavy rainfall,Continue regular monitoring
ST1176,53,5.55,6.99,67,0,88,1361.5,68,0,32.7,89,9.9,23,112,45.8,Medium,Low attendance; Declining GPA,Monitor performance and attendance
ST1177,78,6.75,7.33,89,5,99,674.6,57,9,41.6,79,74.4,42,204,55.8,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1178,66,9.88,8.32,88,5,67,689.6,80,8,25.3,52,40.8,19,234,33.6,Low,Low attendance; Backlogs,Continue regular monitoring
ST1179,48,6.96,5.37,39,1,72,400.7,78,12,35,42,102.7,89,36,67.7,Medium,Low attendance; Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1180,54,5.97,9.98,93,4,93,1357.7,38,3,35.8,98,52.2,73,207,61.9,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1181,54,7.8,9.85,92,3,76,1271.9,87,14,33.4,33,23.1,73,28,42.2,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1182,65,5.44,7.9,78,4,48,1090.1,74,2,21.9,38,22.9,71,133,64.2,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1183,81,4.46,5.2,93,1,57,1225.3,51,3,34.9,64,92.3,77,55,54.1,Medium,Declining GPA; Heavy rainfall; High water level,Monitor performance and attendance
ST1184,99,4.77,8.08,61,5,95,567.3,61,3,21.4,50,31.9,100,220,79.4,High,Declining GPA; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1185,52,4.77,4.43,36,4,98,904.2,98,12,33.1,87,92.1,52,227,90.5,High,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1186,90,4.91,4.18,50,4,60,786.3,98,9,36.3,47,24.7,89,55,73.3,High,Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1187,71,4.83,5.55,49,5,41,503.2,71,10,24.6,72,38.6,68,67,78.7,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1188,78,7.85,6.78,55,1,100,934.7,82,1,38.5,35,55.9,61,70,27.8,Low,Low assignment completion,Continue regular monitoring
ST1189,88,5.09,9.21,97,5,97,1412.8,88,13,20.7,96,113.2,28,116,71.5,High,Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1190,91,6.07,8.36,44,0,82,444.1,68,11,38.6,41,111.8,30,138,44.5,Medium,Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1191,100,9.38,8.46,43,3,98,720.6,44,13,30.1,41,24.8,31,114,22.7,Low,Low assignment completion; Backlogs,Continue regular monitoring
ST1192,71,6.84,6.55,56,5,99,628.3,100,0,24.8,95,43,18,89,61.9,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1193,43,8.01,6.08,69,1,77,662,58,11,22.9,31,17.9,18,93,36.6,Low,Low attendance,Continue regular monitoring
ST1194,69,5.03,6.23,87,2,97,1399.3,32,9,41,44,61.2,82,99,56.9,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1195,76,5.15,9.93,57,0,79,914.9,39,11,21.6,52,55.3,36,87,42.4,Medium,Declining GPA; Low assignment completion,Monitor performance and attendance
ST1196,62,4.25,4.24,55,2,75,912.9,58,0,24.4,58,108.1,26,169,77.9,High,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1197,78,5.01,9.2,92,5,89,1236.6,64,12,27.7,36,111.6,53,96,76.6,High,Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1198,84,5.67,7.47,95,0,99,569.9,35,13,33.6,57,46,54,227,26.9,Low,Declining GPA,Continue regular monitoring
ST1199,54,5.06,6.63,54,3,82,936,41,7,32,43,59,17,135,70.2,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1200,82,4.53,8.35,32,5,76,873,67,13,22.8,73,107.5,89,240,100,High,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1201,68,4.72,6.92,73,3,54,1056.6,48,1,26.4,59,96.8,27,25,71.5,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1202,75,6.76,9.24,71,4,67,1499.5,96,11,25.3,61,0.4,42,173,51.6,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1203,52,5.24,9.4,35,2,57,1246.4,37,9,24.7,99,38.4,10,94,67.8,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1204,71,6.19,6.53,68,0,73,837.7,37,4,29,35,50.6,85,107,40.7,Medium,Low attendance; High water level,Monitor performance and attendance
ST1205,46,7.02,5.66,81,3,61,1310.3,76,11,35.5,56,27.6,15,240,52.3,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1206,98,8.14,7.55,52,1,50,587.8,33,15,24.8,53,23.9,50,22,18.7,Low,Low assignment completion,Continue regular monitoring
ST1207,90,4.24,9.47,79,3,97,433.5,80,3,28.1,63,4.5,64,71,57.1,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1208,61,8.8,5.26,72,1,96,624.9,96,7,28.6,69,77.2,14,93,27.1,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1209,67,7.77,7.74,48,5,52,774.5,74,1,41.5,76,31.5,68,144,58.2,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1210,41,4.49,7.79,98,0,43,961.6,37,9,41,53,6.3,89,207,59.9,Medium,Low attendance; Declining GPA; High water level,Monitor performance and attendance
ST1211,81,9.24,8.4,80,3,61,1076.6,45,8,37.6,94,27.7,27,210,22.6,Low,Backlogs,Continue regular monitoring
ST1212,84,9.53,4.79,40,3,46,1401.7,96,6,25.3,47,96.2,58,84,36.5,Low,Low assignment completion; Backlogs; Heavy rainfall,Continue regular monitoring
ST1213,96,4.37,8.29,41,0,100,960.8,38,14,21.5,73,102.2,91,71,63.4,Medium,Declining GPA; Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1214,92,5.66,9.45,37,3,82,951.4,89,12,27,86,58,74,237,57,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1215,45,8.84,5.08,53,1,93,455.3,100,6,25.9,57,49.9,92,95,43.2,Medium,Low attendance; Low assignment completion; High water level,Monitor performance and attendance
ST1216,67,8.49,5.43,70,3,63,438.4,44,0,31.1,100,117.3,63,161,48.7,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1217,67,5.11,9.83,65,2,43,1006.3,100,13,37.1,52,24.1,70,108,56.4,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1218,83,5.26,5.09,84,5,67,882,70,15,38.9,63,25.8,17,91,63,Medium,Backlogs,Monitor performance and attendance
ST1219,83,6.22,9.13,38,4,54,1323.1,51,11,38.6,40,35,12,87,60.1,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1220,59,6.91,6.95,76,1,40,576.7,53,1,27.9,64,20.7,34,175,37.3,Low,Low attendance,Continue regular monitoring
ST1221,69,7.71,5.48,44,2,94,427.5,73,3,35.1,71,45.5,78,218,44.4,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1222,50,6.21,9.22,77,5,42,893.9,30,3,26.9,57,109.3,64,157,81,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1223,97,6.78,6.67,71,0,53,661.2,39,10,21.3,53,73.8,49,134,22.1,Low,Heavy rainfall,Continue regular monitoring
ST1224,94,8.48,7.09,89,1,77,454.6,85,13,35.4,37,49.4,92,76,19.2,Low,High water level,Continue regular monitoring
ST1225,67,4.22,6.16,99,4,89,1197.1,79,2,20.2,82,112.1,91,247,88.7,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1226,64,5.51,7.56,41,5,96,522.8,41,6,29,33,5.8,59,85,78,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1227,78,8.28,4.98,31,4,40,1069.2,89,11,27.2,34,25.2,42,109,48.1,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1228,72,9.37,6.35,36,0,77,709.2,55,7,35.3,78,67.9,27,69,18.6,Low,Low attendance; Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1229,40,7.07,9.82,32,0,77,590.8,70,1,36.9,59,73.9,66,33,50.3,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1230,96,7.19,5.55,32,1,60,817.7,65,15,26.7,92,4.7,25,35,31.2,Low,Low assignment completion,Continue regular monitoring
ST1231,66,4.64,7.94,56,3,87,1281.6,52,3,37.9,76,48.4,89,201,77,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1232,96,6.68,5.95,69,0,68,831.3,72,13,26.5,55,77.9,47,190,24.6,Low,Heavy rainfall,Continue regular monitoring
ST1233,91,7.2,8.64,62,5,44,1225.8,35,15,29.8,86,83.8,50,61,55.7,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1234,52,5.45,4.79,30,3,88,538,98,2,36,66,76.6,16,228,77.2,High,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1235,80,5.62,9.82,37,2,49,1250,72,1,35.2,36,38.5,87,129,61.6,Medium,Declining GPA; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1236,42,6.26,6.72,61,4,67,660.6,54,11,41.7,69,11.2,62,41,70.1,High,Low attendance; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1237,78,4.12,5.42,77,3,60,1145.1,47,12,25,68,51.3,72,87,63.9,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1238,45,5.93,4.44,33,4,89,1022.4,91,13,34.6,91,15.5,98,38,90.5,High,Low attendance; Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1239,47,5.27,5.02,99,3,46,1422.1,42,5,33.4,82,113.7,41,85,73.2,High,Low attendance; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1240,66,5.96,7.12,48,2,42,826.1,72,12,40.1,33,57,47,186,54.2,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1241,48,4.72,6.02,61,0,84,472.8,57,15,23.4,54,38.1,31,92,55.3,Medium,Low attendance; Declining GPA,Monitor performance and attendance
ST1242,76,9.34,8.97,38,2,86,421.1,47,3,36.5,36,92,25,166,34.4,Low,Low assignment completion; Backlogs; Heavy rainfall,Continue regular monitoring
ST1243,72,7.56,6.59,41,0,59,1309.5,88,5,32.5,57,59.8,61,163,29.3,Low,Low attendance; Low assignment completion,Continue regular monitoring
ST1244,90,8.07,5.49,40,0,58,977.2,89,1,26,98,37.2,38,73,18.9,Low,Low assignment completion,Continue regular monitoring
ST1245,81,8.74,7.7,75,4,74,1252.8,92,11,30.4,96,97.4,25,172,42,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1246,83,6.99,8.24,45,5,43,657.9,86,3,27.3,49,104.1,85,131,75.5,High,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1247,63,4.52,5,30,2,44,779.6,80,10,32.7,40,80.8,26,37,74.9,High,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1248,54,7.22,5.01,92,3,40,433.1,85,5,39.6,96,5.6,73,170,46.6,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1249,98,7.52,4.22,50,2,43,1457.6,56,13,32.5,36,68,100,136,45.3,Medium,Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1250,93,8.47,8.42,59,4,51,1134.7,61,4,33.9,52,91.6,98,104,54.5,Medium,Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1251,71,6.59,7.98,42,0,99,1426.5,38,2,31.4,90,16.4,22,158,36.8,Low,Low attendance; Declining GPA; Low assignment completion,Continue regular monitoring
ST1252,71,4.77,6.85,63,4,66,692,97,7,21.1,100,27.4,81,58,74.9,High,Low attendance; Declining GPA; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1253,63,5.7,9.07,33,1,95,1072.6,75,6,25.1,63,105.9,65,124,65,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1254,80,6.18,8.83,57,1,81,1146.3,96,15,30.8,48,2.4,14,87,39.2,Low,Declining GPA; Low assignment completion,Continue regular monitoring
ST1255,91,7.88,7.51,88,3,62,749.3,55,15,26.8,87,90.3,21,44,34.1,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1256,88,7.42,9.21,56,4,64,1332.9,37,2,24,38,56.9,50,210,45.1,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1257,88,6.14,5.24,98,3,60,1441.9,35,5,31.1,77,53.6,12,243,39.2,Low,Backlogs,Continue regular monitoring
ST1258,97,9.92,4.67,54,3,100,1373.3,53,3,27.1,70,0.9,42,177,17.3,Low,Low assignment completion; Backlogs,Continue regular monitoring
ST1259,91,7.63,5.62,32,1,97,1213,77,10,25.7,77,98.3,95,192,49.7,Medium,Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1260,51,5.42,4.34,97,3,91,705.2,74,4,30.2,74,43.2,59,142,58.8,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1261,78,4.61,7.19,54,1,63,709.8,42,10,22.9,54,64.9,65,237,53.5,Medium,Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1262,41,4.92,9.62,49,0,64,1459.7,98,4,40.4,54,81.3,18,140,64,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1263,42,5.48,4.24,63,4,84,411.3,54,15,39.1,48,84.3,91,80,90.5,High,Low attendance; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1264,88,4.96,4.73,55,3,94,1187.7,49,6,35.6,68,114.7,59,119,70.2,High,Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1265,76,5.12,6.71,34,1,85,1176.9,95,10,22.3,56,63.8,38,70,54.7,Medium,Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1266,88,5.71,9.6,90,2,71,1085,74,4,37.1,92,48,48,117,38.2,Low,Declining GPA; Backlogs,Continue regular monitoring
ST1267,95,5.04,5.9,38,3,94,1489.1,76,10,37.8,97,114.4,100,156,84.4,High,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1268,56,9.38,7.04,79,5,71,743.1,92,14,36.9,48,77.1,54,223,47.1,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1269,98,4.48,4.25,35,0,44,774,84,15,22.5,57,35.8,26,21,44.1,Medium,Low assignment completion,Monitor performance and attendance
ST1270,88,7.15,4.89,89,0,75,486.8,48,2,34.2,62,15.2,65,249,15.5,Low,No major risk factors,Continue regular monitoring
ST1271,41,6.46,9.92,73,2,85,887.1,64,9,38.4,39,101.1,55,24,63.5,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1272,41,9.89,9.79,40,1,81,687.2,82,4,32.7,59,43.5,76,209,32.4,Low,Low attendance; Low assignment completion; High water level,Continue regular monitoring
ST1273,67,4.67,4.03,95,3,88,777.7,55,6,34.2,51,79.3,78,216,66.9,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1274,93,6.39,9.71,76,1,81,1318,43,4,30.1,32,56.5,23,199,28.4,Low,Declining GPA,Continue regular monitoring
ST1275,62,9.82,7.83,32,0,97,1429,74,4,31.6,77,23.9,76,105,20.8,Low,Low attendance; Low assignment completion; High water level,Continue regular monitoring
ST1276,76,9.19,9.21,59,1,78,604.3,73,8,20.8,31,72.2,32,152,20.3,Low,Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1277,71,8.9,6.73,50,0,55,809.8,94,14,34.1,83,7.3,70,206,17.6,Low,Low attendance; Low assignment completion,Continue regular monitoring
ST1278,72,5.55,7.09,57,1,72,1421.5,80,2,21.8,35,49.6,32,87,46.9,Medium,Low attendance; Declining GPA; Low assignment completion,Monitor performance and attendance
ST1279,40,5.03,6.93,91,2,88,468,72,12,29.6,69,65.6,36,28,62.5,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1280,58,8.01,8,62,4,60,501.6,52,5,26.4,31,52.3,63,112,50.6,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1281,41,9.58,4.84,64,2,100,579.1,85,0,32,31,89.8,19,169,39.4,Low,Low attendance; Backlogs; Heavy rainfall,Continue regular monitoring
ST1282,92,7.34,4.18,81,2,48,1054.7,48,9,22.9,84,99.4,98,174,48.1,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1283,83,7.43,5.85,63,4,45,565.5,84,4,35.2,89,92.5,86,157,59.9,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1284,65,5.68,8.23,70,4,90,1464.9,89,7,37.5,35,4.7,25,227,63.7,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1285,71,8.62,5.21,80,3,84,891.4,88,4,23.6,48,23.3,50,144,31,Low,Low attendance; Backlogs,Continue regular monitoring
ST1286,45,5.12,8.04,76,3,74,951.7,62,8,22.3,56,64.4,64,80,69.1,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1287,71,5.94,9.82,87,2,78,671.3,48,10,23.2,30,112.2,70,70,55.4,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1288,94,6.55,4.56,86,2,61,918.1,57,5,39.3,62,100.2,95,29,51,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1289,43,7.05,8.04,52,0,80,1128.1,81,7,31.6,69,101.1,90,153,60,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1290,94,5.45,6.66,77,0,93,1226.3,78,9,30.3,61,36.4,96,81,40.6,Medium,Declining GPA; High water level,Monitor performance and attendance
ST1291,50,4.69,9.21,51,3,44,1229.3,66,7,22.3,98,51.5,58,132,75.1,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1292,95,7.66,5.06,46,5,81,1035.7,55,12,34.3,46,56.5,82,152,54.4,Medium,Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1293,98,5.73,8.16,98,5,62,1394.8,69,2,39.1,37,18.9,61,141,50.6,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1294,56,7.49,9.03,40,3,56,1299.1,67,6,38.2,86,3.7,11,217,54.2,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1295,77,4.93,9.67,44,0,51,1232.8,83,13,33.8,71,113.6,59,210,58.8,Medium,Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1296,63,6.89,8.1,64,0,62,461.2,51,6,21.7,38,28.9,95,142,43.9,Medium,Low attendance; Declining GPA; High water level,Monitor performance and attendance
ST1297,44,7.2,6.98,62,5,55,407.6,45,13,22.5,64,28.8,52,203,68,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1298,91,4.31,7.71,45,1,42,633.7,57,9,21.1,100,10,86,206,59.1,Medium,Declining GPA; Low assignment completion; High water level,Monitor performance and attendance
ST1299,73,6.02,9.21,63,1,69,1129.9,64,11,25.7,82,111.4,17,82,53.3,Medium,Low attendance; Declining GPA; Heavy rainfall,Monitor performance and attendance
ST1300,45,4.81,7.42,95,0,96,852.3,89,5,23,83,69.6,68,130,50.2,Medium,Low attendance; Declining GPA; Heavy rainfall,Monitor performance and attendance
ST1301,61,4.38,4.18,69,1,61,842.6,74,11,25.7,54,80,74,108,63.5,Medium,Low attendance; Heavy rainfall,Monitor performance and attendance
ST1302,50,9.94,9.59,57,4,48,1373,75,6,28.5,96,109.4,90,206,60.4,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1303,87,5.93,8.14,76,3,68,1385.1,84,13,40.7,91,41.5,21,70,46.2,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1304,55,8.86,8.06,68,3,86,1400.1,55,1,33.4,84,74.6,13,197,41.3,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1305,72,5.53,5.29,99,0,76,745.3,54,8,38.4,75,4.7,86,151,38.8,Low,Low attendance; High water level,Continue regular monitoring
ST1306,48,8.09,7.95,49,2,62,1160.2,94,9,35.6,53,22.4,50,123,44.7,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1307,99,8.56,6.36,30,5,52,698.8,35,9,22.5,75,99.7,16,142,53.3,Medium,Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1308,98,7.57,7.91,92,0,71,609.7,52,0,36.2,51,92,96,67,26.9,Low,Heavy rainfall; High water level,Continue regular monitoring
ST1309,45,6.83,4.64,96,1,85,603.1,93,0,26.1,40,42.1,97,51,50.8,Medium,Low attendance; High water level,Monitor performance and attendance
ST1310,55,6.47,7.95,33,5,91,776.3,72,2,34.1,77,45.2,78,139,79.6,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1311,68,6.09,10,87,2,86,873,52,13,27.5,37,64,78,198,48.1,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1312,42,9.58,4.29,54,1,87,1314,59,14,41.9,68,0,90,199,37.6,Low,Low attendance; Low assignment completion; High water level,Continue regular monitoring
ST1313,59,8.98,9.86,76,4,62,531.9,47,2,25.8,64,28.9,39,118,39.8,Low,Low attendance; Declining GPA; Backlogs,Continue regular monitoring
ST1314,99,9.79,6.44,67,1,84,1208.4,50,0,26.1,78,25,82,93,7.9,Low,High water level,Continue regular monitoring
ST1315,98,4.75,9.22,44,4,56,984.6,86,11,40.5,75,30.1,15,53,64.2,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1316,75,8.39,8.69,92,5,94,716.7,52,6,20.5,67,96.7,98,183,61.6,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1317,58,9.63,7.4,50,4,79,942.1,74,3,35.3,37,33.6,28,89,41.1,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1318,65,5.09,8.43,86,5,60,729.9,73,9,36,83,23,89,190,79.2,High,Low attendance; Declining GPA; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1319,42,4.4,9.27,82,5,41,1055.7,76,12,38.4,66,60.5,94,129,96.4,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1320,58,8.45,6.42,75,5,76,877.2,69,1,41.4,69,103.9,75,35,62.6,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1321,59,7.45,5.96,43,5,45,580.8,80,9,41.5,63,29,19,78,64.8,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1322,71,9.05,8.01,46,5,83,528.2,71,4,21.4,46,9.4,25,200,47.5,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1323,46,4.84,8.85,68,1,57,1001.4,36,5,38.1,62,42.8,46,38,59.6,Medium,Low attendance; Declining GPA,Monitor performance and attendance
ST1324,91,8.77,8.57,38,5,69,1392.7,79,8,34.2,76,89.7,88,245,58.8,Medium,Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1325,80,5.21,8.79,35,1,61,778.4,77,3,34.2,81,66.1,86,236,60.1,Medium,Declining GPA; Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1326,72,4.98,6.61,52,5,93,1206.3,35,1,22.8,38,98,86,114,92.3,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1327,79,4.99,8.91,88,4,72,1124.5,38,4,34.3,62,115.2,41,132,72.1,High,Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1328,78,8.89,4.72,75,5,69,1424.7,86,2,41.6,89,95.1,56,60,47.5,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1329,57,7.99,7.27,67,2,56,1303.1,60,1,40.1,50,72.5,81,100,45.8,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1330,79,7.14,4.03,43,5,82,1023.3,50,11,29.7,87,59.2,52,194,59.6,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1331,40,6.15,5.95,91,5,71,1122.7,69,0,20.9,98,4.8,91,241,80.4,High,Low attendance; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1332,50,9.26,6.2,64,4,81,1388.2,74,9,28,39,118.1,45,122,56.9,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1333,67,6.35,6.38,48,3,90,839.5,78,1,38.2,35,46,35,73,56.9,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1334,96,8.9,8.17,59,4,53,759.5,49,5,35.4,42,18.3,19,202,30.3,Low,Low assignment completion; Backlogs,Continue regular monitoring
ST1335,64,6.63,6.33,54,2,97,411.9,46,7,30.1,94,80,40,114,53,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
